path,status_git,mode_drift,semantic_drift,intencion,owner_aparente,categoria,decision_publicacion,riesgo
"Agentes/gantt-chart-visualization/references/gantt-accessibility-export-and-testing.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/gantt-chart-visualization/references/gantt-api-and-export-format-ingestion.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/gantt-chart-visualization/references/gantt-chart-design-and-use-cases.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/gantt-chart-visualization/references/gantt-data-contracts-and-integrations.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/gantt-chart-visualization/references/gantt-interaction-patterns.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/gantt-chart-visualization/references/gantt-performance-and-rendering.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/historia_viva_experto.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"CLAUDE.md"," M","si","si","gobernanza_del_repositorio","mantenedor_del_workspace","configuracion_o_contexto","CANDIDATO_TRAS_REVISION","medio"
"Contenido/Campus/2012_019_001_495381.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/20151002-Plan-transformacion-digital-age-oopp.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/503-G1326.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/65369_bierwirth hoofa antonia.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_I.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_II.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_III_I.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_III_II.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_III_III.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_VI.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_VII.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_V_I.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_V_II.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/Unidad_V_III.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/README.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-i.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-ii.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-iii-i.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-iii-ii.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-iii-iii.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-v-i.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-v-ii.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-v-iii.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-vi.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI1/_md/unidad-vii.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/02 Ing de Sw y Org de Proy Inf/Ingenieria del software.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/03 Planif/3. Planificación.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/04 Estimación/4. Estimacion.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/05 Equipo de trabajo/8. Equipo de trabajo.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/06 Control de Proyecto/5. Control de Proyecto.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/07 Indicadores/9. Indicadores.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/08 Riesgos/6. Riesgos.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/09 Calidad/7. Calidad.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/10 Liberacion/10. Liberacion.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/11 Auditoria/11. Auditoria.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/12 Comunicaciones/Comunicaciones.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/13 Reingenieria de software/12. Reingenieria de Software.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/14 Reutilizacion de Software/14. Reutilizacion de Software.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/15 Mejora de Procesos/13. Mejora de Procesos.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/16 Ingenieria de Sistemas/1. Ingenieria de Sistemas.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/17 Introducción/Introduccion.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/Carpeta DSI II_230828_111519.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/02-ingenieria-del-software.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/03-planificacion.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/04-estimacion.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/05-equipo-de-trabajo.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/06-control-de-proyecto.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/07-indicadores.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/08-riesgos.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/09-calidad.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/10-liberacion.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/11-auditoria.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/12-comunicaciones.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/13-reingenieria-de-software.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/14-reutilizacion-de-software.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/15-mejora-de-procesos.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/16-ingenieria-de-sistemas.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/17-introduccion.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/README.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/DSI2/_md/carpeta-dsi-ii-escaneada.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/ETICT-6.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Escenarios de Defensa/DIEEEM28-2015_Transformacion_Digital_MINISDEF_JesusG.Ruedas.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Escenarios de Defensa/DOD-DIGITAL-MODERNIZATION-STRATEGY-2019.PDF"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Escenarios de Defensa/Manual de la Defensa.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Guia-Did├бctica_Modelo-Canvas-1.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/INDEX.md"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/2009-06-CharlaPreparaticAgil.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/A Lightweight Incremental Effort Estimation.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/Plan SQM v1.00_ejemplo.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/UN_MODELO_DE_ESTIMACION_DE_PROYECTOS_DE_SOFTWARE.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/kleer-scrum-estimation-planning-es.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/mtrigasTFC0612memoria.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/rgraciapenTFC0613.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/scrum_I.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/v15n3a7.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Lecturas y Herramientas/w186.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Marco Conceptual y Buenas Pr├бcticas/Consejos G.Proyectos TI.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
"Contenido/Campus/Marco Conceptual y Buenas Pr├бcticas/PMBOK-6ta Ed.pdf"," M","si","no","fuente_academica","FIE_catedra_o_autor_externo","fuente_academica","NO_STAGEAR_RUIDO_DE_MODO","alto"
